Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximite_zones_industrielles,Densite_population,Qualite_air
30.3,72.5,5.7,11.2,16.6,4.4,1.21,11.6,305.0,0
22.7,68.4,3.2,7.7,15.6,7.1,1.05,10.2,409.0,0
18.4,60.6,3.0,8.4,16.6,7.3,1.04,10.2,444.0,0
23.6,68.7,8.3,13.7,19.7,4.1,0.95,11.2,255.0,0
27.1,66.5,14.8,29.8,35.6,15.6,1.99,3.3,577.0,2
38.5,79.8,70.6,88.1,36.1,9.8,1.86,4.6,565.0,2
30.4,60.1,0.9,14.1,27.2,12.1,1.26,5.6,641.0,1
27.3,45.8,3.8,7.8,19.3,7.1,0.99,11.7,312.0,0
43.3,62.8,8.0,21.7,31.1,10.2,2.51,4.7,429.0,2
28.9,49.4,12.9,18.5,18.5,4.7,0.89,10.1,461.0,0
38.1,63.0,41.2,57.7,30.5,24.3,2.38,3.9,537.0,2
36.5,81.6,6.1,19.4,29.0,20.5,1.92,4.2,690.0,2
26.0,64.5,10.4,15.5,25.2,3.1,0.98,5.3,359.0,1
38.2,82.1,8.4,26.5,24.6,7.4,2.6,5.2,696.0,2
24.4,75.5,16.1,20.4,25.3,5.1,0.86,11.3,357.0,0
29.2,45.9,1.9,10.9,29.4,5.5,1.1,6.1,647.0,1
27.4,67.4,10.8,32.6,51.6,25.2,2.88,2.6,846.0,3
25.0,72.6,1.5,6.9,19.0,5.7,0.94,14.8,407.0,0
22.0,51.9,5.5,9.8,15.0,7.3,0.88,12.0,601.0,0
46.8,91.0,0.2,17.0,55.2,19.5,2.36,2.5,587.0,3
27.1,63.0,15.9,18.5,15.7,6.9,0.96,10.3,383.0,0
30.8,55.6,15.0,22.3,22.0,15.9,1.64,6.1,451.0,1
27.8,67.1,0.4,4.6,22.4,4.3,1.05,11.2,371.0,0
30.7,64.6,7.9,23.1,30.7,19.0,1.39,16.6,399.0,1
24.0,68.7,18.6,31.1,30.6,7.3,1.44,6.0,588.0,1
25.3,75.6,2.8,5.9,23.8,6.4,1.12,10.1,299.0,0
40.6,93.3,21.5,48.7,19.0,14.2,1.85,6.3,464.0,2
34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435.0,1
34.0,58.3,36.6,52.4,28.4,5.3,1.49,6.9,499.0,1
28.5,49.4,1.0,5.9,16.6,5.6,0.93,10.6,328.0,0
30.6,51.1,8.3,10.1,23.1,5.7,1.11,15.0,221.0,0
30.0,89.0,9.2,30.2,29.7,17.5,1.83,8.2,428.0,2
27.8,47.6,31.6,35.3,21.8,6.4,1.13,14.0,591.0,0
21.0,44.0,2.6,8.8,25.2,5.7,0.95,17.2,488.0,0
25.6,57.7,10.0,15.8,22.1,2.5,0.98,15.4,470.0,0
23.8,67.9,15.3,19.2,25.0,5.1,0.97,10.0,366.0,0
25.2,71.3,30.4,36.0,14.7,4.8,0.94,11.2,432.0,0
35.2,71.8,12.2,25.7,28.0,7.1,1.27,7.8,327.0,1
33.8,89.3,14.1,25.3,23.0,11.3,1.33,9.1,671.0,1
25.5,47.4,9.5,8.9,25.2,5.9,1.24,10.6,404.0,0
31.7,75.7,29.7,43.1,19.5,2.2,1.25,6.4,685.0,1
38.7,116.9,33.1,53.6,46.0,26.2,2.46,8.2,834.0,3
31.2,93.7,6.3,10.9,19.0,14.2,1.51,7.1,344.0,1
27.3,74.8,10.3,10.9,14.2,6.3,1.04,18.7,577.0,0
26.1,46.8,7.8,14.1,24.9,4.6,1.03,13.5,603.0,0
47.8,70.2,35.4,55.1,35.3,22.9,2.07,3.3,607.0,3
50.6,96.3,42.0,61.6,33.6,33.9,1.97,3.0,477.0,3
31.9,77.1,7.3,16.9,25.4,11.3,1.56,6.3,471.0,1
25.0,45.7,0.1,3.6,14.3,7.9,1.03,10.7,316.0,0
39.3,74.8,28.1,49.3,33.0,21.3,1.84,3.8,730.0,2
27.6,51.2,7.0,14.8,19.6,6.1,0.98,18.2,315.0,0
22.5,43.6,11.8,16.3,13.2,5.4,0.99,10.5,307.0,0
22.8,65.3,6.6,13.3,14.7,6.7,1.03,11.3,318.0,0
38.8,60.7,0.3,16.0,35.3,24.9,2.0,7.2,596.0,2
21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404.0,0
27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544.0,2
24.5,59.1,35.9,46.4,36.8,22.7,1.83,3.5,562.0,2
30.2,48.6,6.9,15.8,19.7,9.4,1.57,5.2,598.0,1
55.0,63.0,29.4,49.3,35.5,25.7,2.49,2.7,785.0,3
24.9,76.2,49.0,54.7,13.8,10.5,1.3,7.4,664.0,1
28.7,58.3,32.9,45.6,26.7,13.6,1.6,7.3,352.0,1
26.3,80.1,3.2,9.7,20.2,6.0,1.03,12.5,269.0,0
20.6,63.5,14.1,23.5,30.0,8.3,1.54,6.1,646.0,1
33.1,66.1,21.1,41.6,27.9,17.7,2.23,3.4,733.0,2
42.4,97.9,28.0,53.6,36.9,29.4,1.72,4.9,665.0,2
34.0,83.1,10.5,25.8,22.6,5.7,1.28,5.4,522.0,1
34.7,61.0,9.4,29.9,22.0,18.7,1.7,5.8,466.0,2
28.7,53.9,18.3,20.4,25.7,7.5,0.98,11.2,406.0,0
28.1,85.3,1.6,18.3,32.0,7.5,1.37,7.9,521.0,1
27.9,76.5,4.0,10.1,11.6,4.2,1.12,11.2,267.0,0
18.5,61.3,5.6,8.9,21.5,7.2,0.86,10.8,226.0,0
19.2,51.9,6.3,10.6,20.9,7.7,1.1,10.1,500.0,0
23.0,65.6,3.9,8.2,23.8,5.8,1.08,10.5,285.0,0
40.1,93.5,51.1,54.6,27.7,13.8,2.16,8.4,400.0,2
20.2,54.9,10.9,16.6,12.1,7.8,1.14,10.2,534.0,0
24.7,43.2,5.3,11.2,13.7,1.4,1.01,10.1,552.0,0
26.6,58.5,30.6,34.3,25.2,3.7,1.04,12.1,341.0,0
36.8,87.2,41.4,57.0,35.9,20.6,1.7,3.6,749.0,2
32.3,74.5,7.4,9.9,24.2,17.8,1.67,5.1,611.0,1
27.6,51.7,16.9,24.5,19.4,6.1,0.81,10.1,306.0,0
30.2,70.3,4.3,17.1,17.9,14.7,1.41,5.5,401.0,1
40.0,63.2,14.9,24.0,27.4,7.0,1.51,6.4,569.0,1
24.1,70.4,8.1,15.7,21.7,3.4,1.04,10.2,223.0,0
39.0,92.4,1.7,3.6,31.7,4.8,1.19,7.0,428.0,1
19.3,41.7,15.2,21.3,21.5,7.6,0.85,13.2,255.0,0
26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555.0,0
33.7,80.9,9.6,26.4,30.5,22.0,2.76,4.3,446.0,2
18.6,49.8,14.0,18.6,23.3,4.4,0.77,10.0,262.0,0
34.6,67.9,29.7,53.8,28.9,18.9,2.55,2.7,746.0,3
21.8,60.7,0.0,4.6,22.3,3.9,1.04,12.2,333.0,0
21.3,63.9,6.1,8.0,25.7,15.7,1.35,8.0,610.0,1
28.7,45.3,42.8,47.4,11.7,2.9,1.04,19.3,577.0,0
28.9,52.7,0.3,6.5,15.7,5.7,1.14,11.9,568.0,0
57.8,108.4,3.1,11.2,51.5,19.4,2.08,3.0,537.0,3
22.9,78.5,6.7,9.7,15.9,2.2,0.99,10.0,249.0,0
27.4,54.4,6.2,10.0,24.7,4.2,0.92,12.0,339.0,0
22.6,66.2,3.1,8.0,16.8,7.1,0.84,10.4,321.0,0
27.0,58.1,8.5,12.2,25.8,5.5,0.99,17.8,324.0,0
28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465.0,1
34.3,99.6,14.3,24.7,32.2,13.6,1.89,6.8,487.0,2
38.6,92.3,37.8,55.3,40.9,16.3,2.65,2.6,564.0,3
30.3,92.7,2.2,15.3,21.0,6.8,1.8,6.6,511.0,1
23.6,72.3,0.8,13.8,26.4,11.0,1.68,6.2,543.0,1
26.1,48.0,17.3,22.3,18.6,2.0,1.02,11.2,313.0,0
31.9,73.3,11.1,21.8,15.1,7.2,1.54,7.4,543.0,1
60.56723852374493,62.2,23.6,32.0,32.8,10.1,1.54,9.0,685.0,1
23.7,61.5,19.4,25.0,11.8,0.9,1.18,12.0,333.0,0
30.2,53.6,47.4,60.0,23.3,13.5,1.61,5.2,529.0,1
30.2,71.7,18.3,29.4,16.1,8.9,1.48,5.5,479.0,1
29.8,72.4,13.4,19.9,13.0,3.9,1.06,10.5,568.0,0
28.1,50.3,3.8,14.1,21.0,12.7,1.52,6.3,496.0,1
38.1,65.7,16.6,34.5,23.9,5.8,1.97,5.5,607.0,2
21.3,62.8,9.4,17.8,24.6,4.8,0.89,13.2,214.0,0
39.1,101.5,57.8,71.2,28.0,22.0,2.11,4.4,521.0,2
32.3,98.4,27.5,39.8,35.2,13.5,2.07,4.3,773.0,2
19.7,73.1,30.4,34.6,13.6,4.2,0.87,10.0,545.0,0
25.8,54.6,6.5,7.6,13.6,5.8,1.04,12.1,401.0,0
31.8,97.6,39.5,51.6,25.5,9.9,1.81,6.0,652.0,2
21.7,42.0,1.2,5.8,27.7,3.2,0.87,12.4,248.0,0
25.2,74.1,32.0,38.9,21.1,6.9,1.02,10.7,540.0,0
36.7,78.7,31.3,69.8,30.7,21.1,1.95,4.1,749.0,2
35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777.0,2
40.0,94.4,30.9,48.1,41.2,11.4,2.6,5.8,860.0,3
38.5,92.3,1.9,12.7,33.6,13.8,2.99,4.9,848.0,3
28.0,67.3,116.2,126.2,26.6,4.8,1.32,5.7,307.0,1
35.1,92.3,81.2,114.2,35.1,14.7,2.5,2.7,589.0,3
28.8,74.3,29.9,40.6,26.6,6.9,1.43,5.4,649.0,1
22.9,78.0,15.2,18.3,16.9,2.3,1.17,14.1,263.0,0
29.4,76.2,12.9,28.0,27.0,13.9,1.58,7.8,696.0,1
29.6,68.4,22.3,31.8,26.2,6.2,1.55,5.9,582.0,1
33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593.0,1
37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600.0,1
24.1,55.2,7.8,11.6,17.7,6.1,0.95,10.9,461.0,0
26.4,72.7,2.4,6.2,20.3,9.0,0.94,10.1,61999.46819349787,0
26.4,46.2,18.3,27.0,23.0,2.2,1.07,16.8,254.0,0
43.7,76.2,56.6,64.2,23.2,12.3,1.4,5.6,390.0,1
25.1,48.7,8.6,17.9,17.5,4.2,0.98,19.7,403.0,0
44.3,81.8,58.8,67.8,39.8,11.3,2.51,9.0,795.0,2
38.1,79.6,32.0,40.8,27.7,11.6,1.45,6.3,411.0,1
31.7,52.4,11.2,22.0,32.4,13.3,1.52,7.3,460.0,1
21.7,67.5,35.7,42.5,16.0,4.5,1.16,10.1,231.0,0
43.3,62.4,23.3,47.6,39.7,10.8,2.98,2.8,586.0,3
25.6,64.6,56.7,67.9,28.0,6.9,1.6,9.4,334.0,1
23.6,54.1,15.8,19.2,21.2,6.4,0.86,13.1,377.0,0
25.5,51.0,10.2,14.7,14.7,6.1,1.07,11.0,214.0,0
25.2,58.1,7.9,13.3,23.3,5.6,0.93,10.4,526.0,0
25.9,57.0,3.6,18.9,22.5,9.8,1.52,6.9,352.0,1
50.7,68.0,39.7,60.8,35.2,29.7,2.77,4.7,862.0,3
32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453.0,1
31.5,73.7,5.3,20.6,32.5,8.7,2.22,10.7,569.0,2
39.9,78.7,71.9,85.2,39.7,16.3,2.54,3.3,957.0,3
34.5,78.6,20.7,37.6,26.7,14.1,2.35,4.6,702.0,2
30.1,78.3,38.7,45.7,35.3,9.2,1.46,5.8,562.0,1
32.3,78.2,25.8,39.1,31.5,7.0,1.5,5.2,380.0,1
31.5,49.1,36.6,40.4,26.6,7.9,1.58,6.6,318.0,1
44.4,104.7,6.6,32.3,45.7,15.6,2.72,4.1,888.0,3
40.3,110.3,21.7,36.2,43.1,23.4,2.3,5.8,746.0,3
38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605.0,2
40.4,71.5,30.1,46.8,43.9,18.1,2.13,5.3,790.0,3
28.1,91.6,6.4,13.5,37.9,10.0,1.26,7.2,331.0,1
29.9,86.0,31.7,41.8,29.7,3.2,1.38,6.4,498.0,1
31.9,69.0,85.7,103.6,25.8,12.5,1.65,5.2,621.0,1
32.3,76.8,19.1,38.4,23.9,12.6,1.69,6.2,674.0,1
31.5,80.1,26.2,28.0,14.9,7.3,1.21,7.6,317.0,1
34.7,54.2,64.0,74.2,18.1,13.7,1.57,9.6,592.0,1
18.1,62.9,23.2,26.6,12.7,5.1,0.92,12.2,476.0,0
31.1,83.6,15.4,25.6,34.7,6.7,1.43,6.4,376.0,1
26.0,44.9,17.3,23.7,17.1,4.1,0.84,11.7,435.0,0
24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543.0,1
42.9,53.3,0.6,14.2,19.7,9.4,1.7,7.2,604.0,1
35.5,79.7,98.5,115.3,18.1,15.9,1.67,5.8,563.0,1
40.9,94.6,19.1,45.0,50.8,27.7,2.39,2.8,697.0,3
18.3,70.2,15.9,23.1,18.0,7.4,1.16,10.2,399.0,0
27.7,71.7,34.5,43.9,21.7,8.0,1.6,8.2,385.0,1
37.0,60.4,1.3,17.8,32.1,19.7,2.22,4.8,407.0,2
26.4,74.6,73.9,86.5,24.4,7.0,1.65,5.1,603.0,1
24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422.0,2
29.4,91.0,25.4,47.2,37.6,19.6,1.66,3.7,675.0,2
46.3,76.9,117.4,124.5,42.4,40.5,2.4,3.5,789.0,3
25.7,78.6,6.2,10.6,22.3,3.8,0.97,10.1,322.0,0
24.6,84.2,8.3,22.1,36.4,11.7,1.36,7.9,329.0,1
31.6,60.9,18.0,35.8,17.9,11.0,1.34,7.9,458.0,1
37.8,73.1,0.2,26.8,37.5,25.7,1.28,2.8,631.0,3
45.3,85.9,23.3,50.1,33.3,19.9,2.45,7.9,715.0,3
25.0,64.5,6.9,15.4,17.8,8.3,0.87,11.3,329.0,0
43.0,65.1,21.8,47.5,25.1,23.8,1.7,4.6,569.0,2
26.2,44.5,12.4,17.9,13.3,0.5,0.76,14.8,296.0,0
20.2,58.0,2.8,5.5,17.2,1.8,1.01,13.3,312.0,0
26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332.0,1
28.6,42.3,12.0,22.5,27.8,13.3,1.35,5.2,648.0,1
18.9,41.8,4.4,10.2,25.7,1.9,0.96,10.1,564.0,0
30.0,39.0,8.7,13.1,15.1,6.2,0.95,11.8,492.0,0
35.6,75.0,29.0,41.8,32.2,11.9,1.95,5.8,748.0,2
39.0,60.5,31.6,37.0,44.0,20.1,2.3,5.1,406.0,2
44.9,84.2,2.9,16.2,33.4,17.0,1.93,4.4,701.0,3
27.8,78.7,16.8,21.9,13.5,4.6,1.08,12.3,293.0,0
31.6,61.2,2.4,8.6,15.3,5.1,0.97,10.2,501.0,0
24.4,53.1,3.6,10.5,15.0,7.0,1.04,10.2,353.0,0
27.5,45.4,31.3,34.7,14.0,7.1,1.04,11.3,573.0,0
30.3,94.9,15.4,28.7,32.9,10.2,1.48,7.0,620.0,1
38.1,82.6,5.1,13.8,25.0,9.9,1.5,6.7,582.0,1
20.0,72.8,3.6,8.3,26.2,6.5,0.95,11.1,516.0,0
26.6,77.5,6.3,11.5,11.8,7.0,1.15,10.1,245.0,0
24.7,59.9,2.4,8.0,23.1,6.9,1.06,11.4,356.0,0
32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374.0,1
30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659.0,1
24.2,71.6,5.9,11.1,19.5,2.7,1.13,10.5,547.0,0
27.2,71.6,10.7,24.4,31.4,15.4,2.09,4.0,434.0,2
24.1,39.7,9.6,14.8,23.9,4.6,0.92,13.4,350.0,0
25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547.0,0
25.1,49.8,0.1,6.0,22.4,3.3,0.73,11.8,510.0,0
26.4,56.9,4.9,8.9,10.7,6.3,0.99,10.2,276.0,0
38.4,99.1,31.0,52.7,32.7,18.1,2.13,4.7,646.0,2
27.2,79.2,56.0,59.4,20.1,5.0,1.94,5.7,541.0,1
26.9,86.9,14.0,25.2,24.3,14.6,1.39,7.8,328.0,1
27.0,86.2,40.4,50.4,30.1,21.9,1.99,9.8,581.0,2
34.6,52.4,72.4,82.4,17.6,9.4,1.43,9.2,343.0,1
35.1,67.6,14.2,25.5,25.0,5.6,1.52,5.1,345.0,1
35.1,100.9,48.5,69.4,44.6,3.0,2.82,3.1,830.0,3
32.5,69.6,38.3,48.2,33.7,10.6,1.24,6.1,358.0,1
28.7,67.8,58.9,68.3,21.3,7.4,1.15,10.5,614.0,0
28.8,58.0,6.3,36.4,42.2,1.9,2.43,3.5,505.0,2
25.7,69.6,3.8,7.4,25.1,4.6,0.97,10.2,310.0,0
24.9,54.3,21.7,38.0,18.9,9.1,1.45,9.6,437.0,1
24.3,40.8,10.6,16.6,13.2,7.3,0.85,14.3,398.0,0
23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269.0,0
32.0,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345.0,1
19.2,69.6,5.6,15.1,15.2,4.8,1.08,10.6,509.0,0
27.2,68.6,1.5,11.8,29.7,21.9,1.91,7.9,410.0,2
25.1,53.9,3.0,10.4,15.6,5.9,0.89,11.0,201.0,0
27.1,87.7,23.2,36.1,24.4,10.5,1.55,6.0,376.0,1
33.7,83.3,10.2,32.2,33.6,27.7,2.53,11.9,541.0,2
34.8,71.8,43.9,67.2,42.7,25.6,2.39,14.3,501.0,2
24.4,65.5,2.5,9.2,19.2,6.1,1.12,11.5,393.0,0
18.7,66.1,45.5,51.5,22.7,6.3,1.03,17.2,384.0,0
30.4,102.2,24.6,30.2,35.0,19.3,1.93,5.5,758.0,2
28.5,53.4,19.2,25.1,13.5,2.8,1.0,14.6,262.0,0
24.6,78.6,8.0,12.4,23.1,4.4,0.98,10.1,501.0,0
25.2,75.0,20.4,25.4,13.9,4.9,0.91,10.2,390.0,0
36.1,87.2,76.7,98.2,35.3,27.6,2.5,3.5,771.0,3
34.6,71.4,20.4,32.4,22.9,7.0,1.64,7.6,514.0,1
26.5,82.2,23.9,34.0,19.7,5.7,1.31,5.2,438.0,1
22.7,80.1,0.2,14.0,20.6,11.9,1.51,5.0,376.0,1
22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558.0,0
34.2,93.5,65.0,77.5,26.1,13.1,1.3,5.6,438.0,1
21.7,61.4,0.6,4.7,13.0,4.5,1.12,12.2,489.0,0
32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478.0,1
26.7,65.2,2.7,7.0,17.6,6.8,1.02,11.1,510.0,0
39.3,96.3,25.2,62.4,34.3,29.0,2.23,4.1,623.0,3
32.3,75.4,81.6,111.5,35.8,17.3,1.84,4.5,454.0,2
26.0,52.7,3.0,11.4,16.9,3.8,0.92,10.5,457.0,0
23.3,66.1,0.8,5.2,18.4,5.7,0.89,10.3,492.0,0
23.6,67.4,17.9,28.8,25.6,7.3,1.71,6.2,670.0,1
26.4,64.0,25.7,31.6,32.1,12.5,1.64,10.0,589.0,1
39.4,80.3,37.6,53.3,39.0,13.6,1.99,4.4,448.0,2
30.6,57.1,6.5,16.8,21.0,8.8,1.74,5.3,543.0,1
33.8,84.6,8.0,23.7,27.8,12.0,2.94,3.6,839.0,3
30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601.0,1
27.3,47.6,17.0,23.5,12.9,2.5,0.93,10.7,571.0,0
25.0,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608.0,0
41.0,98.3,96.1,122.2,47.2,27.7,2.97,4.1,686.0,3
28.8,58.0,3.7,3.6,24.5,3.1,1.11,10.9,519.0,0
23.1,53.9,9.2,12.1,15.8,0.5,0.99,10.6,365.0,0
27.4,67.3,41.8,52.9,22.4,12.4,1.65,9.6,446.0,1
39.2,77.0,121.6,121.2,30.1,22.4,2.8,8.1,734.0,3
56.0,53.6,6.0,21.7,40.5,9.1,2.46,9.0,718.0,2
43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540.0,2
42.4,102.6,18.2,38.5,46.7,6.6,2.67,9.5,720.0,3
42.6,99.7,18.3,34.1,35.9,34.6,2.61,3.4,832.0,3
26.1,67.9,19.4,21.4,16.0,-1.4,1.11,13.4,528.0,0
26.8,88.6,16.0,28.5,44.6,19.1,2.13,6.7,484.0,2
25.4,83.8,21.0,27.7,22.3,11.3,1.3,16.0,388.0,1
23.3,48.0,10.8,16.7,22.9,3.2,0.97,11.0,272.0,0
40.1,58.4,5.0,13.4,27.5,10.3,1.91,4.7,616.0,2
47.0,66.5,44.2,78.1,46.5,20.9,1.91,5.4,673.0,3
36.0,59.4,18.1,20.1,29.2,10.0,1.29,13.4,527.0,1
42.5,109.7,19.8,45.8,24.2,18.3,2.81,4.9,873.0,3
28.7,60.5,14.2,16.3,23.6,3.1,1.09,13.3,454.0,0
40.9,106.7,156.8,172.3,30.5,24.7,1.7,5.0,862.0,3
23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360.0,0
25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494.0,0
35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692.0,1
19.5,51.5,2.1,9.5,17.0,2.8,0.95,11.9,471.0,0
32.3,69.0,1.1,13.5,23.9,9.9,1.39,5.8,461.0,1
25.5,68.4,54.1,64.4,30.8,0.7,1.81,5.7,671.0,2
37.5,58.7,5.6,22.7,22.0,9.2,1.56,9.6,467.0,1
28.0,45.1,12.5,13.4,26.1,6.5,0.94,10.3,409.0,0
27.8,53.7,7.8,16.9,29.7,7.9,1.31,5.6,613.0,1
26.3,49.5,1.6,5.6,22.0,1.2,1.05,11.2,207.0,0
39.0,77.2,37.9,52.4,47.7,18.9,1.7,5.2,617.0,2
37.1,58.0,15.9,19.3,27.0,16.2,1.18,7.2,403.0,1
39.3,79.9,2.4,23.6,54.1,30.2,2.54,5.2,733.0,3
22.3,68.0,28.8,43.1,29.5,13.8,1.97,9.0,612.0,1
28.0,52.5,7.1,15.8,24.7,2.4,1.0,13.2,554.0,0
25.5,59.8,7.7,13.1,16.4,2.6,1.05,13.0,244.0,0
24.9,93.1,12.5,18.1,25.0,2.9,2.26,8.6,473.0,2
40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615.0,2
31.2,65.8,7.1,16.2,22.4,5.3,1.4,6.0,495.0,1
30.9,92.5,24.3,29.7,34.9,18.0,1.64,9.1,678.0,2
21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576.0,0
34.4,86.5,52.9,63.7,25.5,8.0,1.78,7.6,375.0,1
30.1,59.5,3.9,8.3,19.6,-0.4,1.0,15.3,488.0,0
40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504.0,2
19.8,61.8,20.4,28.4,25.2,5.4,1.07,11.8,504.0,0
23.6,53.4,13.5,20.5,15.8,2.5,0.98,11.3,235.0,0
32.9,62.6,17.1,30.6,21.9,14.6,1.4,5.2,533.0,1
25.7,77.2,87.5,98.2,27.9,12.0,2.49,5.0,541.0,2
42.1,74.2,0.7,16.8,32.9,31.7,2.73,3.3,526.0,3
23.0,38.2,22.6,27.7,15.7,6.9,1.11,10.2,340.0,0
27.2,46.0,4.5,8.3,24.2,6.1,1.06,12.5,545.0,0
,107.1,23.9,45.0,46.1,25.8,2.65,3.4,756.0,3
31.3,68.3,26.6,31.6,40.1,19.8,1.51,10.4,568.0,2
22.3,59.6,17.9,23.5,27.9,5.8,1.01,10.0,359.0,0
57.7,77.3,22.8,42.8,33.2,20.4,3.03,3.9,810.0,3
25.2,66.5,20.7,25.0,24.3,4.0,0.88,14.2,297.0,0
22.6,76.7,1.2,6.5,20.9,6.7,1.22,10.7,565.0,0
40.2,84.8,61.2,77.0,35.2,3.9,1.82,2.8,905.0,3
35.1,61.5,26.0,46.4,32.0,15.0,1.55,10.5,731.0,2
26.8,54.3,25.1,33.7,27.1,6.3,1.61,9.7,632.0,1
34.2,99.4,8.9,32.0,32.3,7.9,1.71,3.3,601.0,2
32.5,74.3,5.0,18.7,32.3,15.5,1.83,4.8,769.0,2
35.7,102.1,39.7,49.8,19.5,13.0,2.04,7.2,472.0,2
25.8,47.3,9.4,16.9,34.1,6.4,1.92,5.3,367.0,1
26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688.0,1
50.4,93.5,17.1,33.7,42.7,17.6,2.56,3.1,610.0,3
43.4,88.4,35.6,48.0,39.4,14.4,1.78,4.6,639.0,2
26.8,63.4,13.8,21.4,18.8,2.8,1.0,10.3,303.0,0
22.6,47.1,3.1,9.8,11.3,7.8,1.06,14.4,351.0,0
25.9,71.3,2.5,4.7,13.3,3.9,1.09,15.4,229.0,0
25.3,42.3,10.7,13.0,11.9,2.3,1.0,10.2,381.0,0
25.6,74.7,3.7,8.6,20.2,1.0,0.84,14.9,287.0,0
20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573.0,1
41.9,100.5,93.8,116.9,41.8,4.7,2.75,6.9,827.0,3
27.8,70.8,3.0,20.7,30.8,17.7,2.02,3.5,502.0,2
23.1,60.0,86.4,95.6,28.8,7.9,1.11,5.5,506.0,1
30.5,82.0,13.4,26.6,29.8,12.4,1.71,4.0,473.0,2
21.6,61.6,1.1,6.8,16.2,5.9,1.01,15.6,398.0,0
26.8,52.0,14.8,20.5,26.8,2.2,0.76,10.9,395.0,0
20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589.0,0
28.3,80.8,3.3,7.9,19.8,2.0,0.92,10.9,253.0,0
26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651.0,1
26.5,69.5,4.0,11.9,24.9,5.0,0.98,13.8,304.0,0
32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501.0,2
28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575.0,0
30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431.0,1
39.3,94.3,8.0,31.4,47.5,19.8,1.79,4.1,827.0,2
25.2,71.5,3.5,9.0,11.3,5.6,0.88,10.0,393.0,0
33.5,110.4,34.0,49.8,30.4,2.6,2.06,4.2,706.0,2
21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579.0,0
24.3,67.0,1.0,4.1,22.2,3.3,0.86,10.9,530.0,0
26.2,60.3,19.1,22.0,15.0,5.1,0.84,13.5,466.0,0
29.8,74.1,1.9,6.8,26.0,4.2,0.94,10.7,250.0,0
35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489.0,1
35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490.0,0
37.2,87.6,1.3,14.3,32.3,1.1,1.7,3.4,663.0,2
21.3,91.2,3.0,18.5,37.5,14.2,2.76,3.2,764.0,3
25.6,78.5,7.8,12.4,13.6,6.1,0.89,10.1,398.0,0
34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570.0,1
32.0,69.6,8.1,23.1,33.8,7.5,1.48,10.0,575.0,1
24.2,58.7,15.8,18.8,28.3,6.3,0.84,14.0,243.0,0
39.0,76.1,9.4,22.0,37.0,14.4,2.45,6.2,533.0,3
30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593.0,1
31.9,61.4,29.5,31.9,28.7,-0.3,1.06,11.1,212.0,0
39.3,63.5,135.7,148.8,28.1,16.1,2.05,3.9,714.0,2
44.0,111.0,20.6,39.6,34.3,6.6,1.95,4.2,741.0,2
22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243.0,0
